writer_id,name,country,medium_link,subscribed_times,last_article_date,articles_link,articles_published,avg_article_length,topic_tags,personal_projects_count,payment_method,phone_number,email
746,Lori Payne,"Howardfort, Pitcairn Islands",https://medium.com/@thomaswilkerson,2,2021-01-30,https://medium.com/article/a1517399-9445-453b-b0fb-d1ff0f2a9cde,32,109,"Finance,Investing",9,PayPal,775-793-8466,vconway@gmail.com
747,Kevin Howell,"Lisatown, Kiribati",https://medium.com/@brewervictoria,4,2022-09-19,https://medium.com/article/bee385e4-77ea-47db-bb4f-0901248cebae,28,256,"AI,ML,Data",15,CashApp,500-839-816189541,cervantesjessica@gmail.com
748,Jonathan Vaughn,"Port Deborah, Iceland",https://medium.com/@lisa78,1,2022-12-29,https://medium.com/article/81b49d42-ed73-4297-853c-5bb2efb7ca1d,36,1590,"Startups,Entrepreneurship",8,Bank Transfer,+1-540-855-12189658,ramirezjeremy@gmail.com
749,Justin Armstrong,"West David, Martinique",https://medium.com/@derek43,2,2024-08-18,https://medium.com/article/37d8f2df-0142-4abb-a09f-bbe341a2b5db,27,1367,"Health,Wellness",11,Bank Transfer,0892538477,powellrobin@gmail.com
750,George Morris,"Shaneview, Luxembourg",https://medium.com/@oowen,2,2018-05-02,https://medium.com/article/6dd0f8f5-aa34-4f39-af3d-37a7f0c8da5f,14,831,"Health,Wellness",4,Stripe,001-260-514-281107093,grivera@gmail.com
751,Amber Dennis,"East Colleenburgh, Turkey",https://medium.com/@awilliams,3,2018-01-20,https://medium.com/article/c2175e96-f9b6-4f6c-827d-e31d5d83e322,4,308,"Travel,Blog",6,Wise,440161650141168,boyerleonard@gmail.com
752,Kathleen Wright,"Fischerburgh, Mexico",https://medium.com/@holly29,4,2015-11-23,https://medium.com/article/2c50167a-8eb6-4e9c-aee3-d96d1c7e7064,11,842,"Finance,Investing",0,PayPal,0649855967,elizabeth39@gmail.com
753,John Cardenas,"Barrerahaven, Sao Tome and Principe",https://medium.com/@natalie10,2,2017-12-20,https://medium.com/article/6b17b20a-1641-4541-bead-0a71f9c007c1,11,233,"Cooking,Lifestyle",2,CashApp,(768)841-9876514,marvin68@gmail.com
754,Rebekah Scott,"East Amanda, Albania",https://medium.com/@tasha37,4,2016-08-18,https://medium.com/article/bd231498-f706-4e18-afc9-8443d53ae07e,18,219,"Health,Wellness",7,Bank Transfer,9779229328,dustin21@gmail.com
755,Taylor Washington,"South Joseph, Sudan",https://medium.com/@amandacalderon,3,2017-04-05,https://medium.com/article/0d3ab653-2571-449b-91df-f35f1bb67386,43,1258,"AI,NLP",8,Bank Transfer,018042414181209,mary39@gmail.com
756,Emily Mathews,"East Crystal, Barbados",https://medium.com/@lisa20,4,2021-06-20,https://medium.com/article/299d2b7c-2349-44a4-92e4-0733258e1425,16,1573,"Startups,Entrepreneurship",13,Stripe,(114)190-0646001,perkinssean@gmail.com
757,Travis Green,"Lake Tara, Cayman Islands",https://medium.com/@lpatel,3,2020-12-12,https://medium.com/article/4d2b6b7c-1d22-41ab-b25c-7e96ef6482ec,35,1020,"AI,ML,Data",1,Stripe,7570579288,grosseric@gmail.com
758,Gerald Davila,"West Judith, Falkland Islands (Malvinas)",https://medium.com/@andrea29,1,2023-02-13,https://medium.com/article/b05167ad-0835-44fb-8b02-6622d4b82f47,2,618,"Finance,Investing",11,Wise,023-518-898493633,paulsteele@gmail.com
759,Michele Sloan,"Jenniferchester, Central African Republic",https://medium.com/@normangina,1,2024-08-10,https://medium.com/article/134f8989-4338-49b4-a398-d0413b05cba1,4,450,"ML,Deep Learning",15,PayPal,369-808-9926,jacob60@gmail.com
760,Russell Roberts,"South Josephbury, Hong Kong",https://medium.com/@barnesalicia,4,2018-01-23,https://medium.com/article/3c7e3f33-015a-49fb-8e2b-a2d0128a8196,49,1655,"Startups,Entrepreneurship",0,Stripe,451-599-1602582,kathrynburke@gmail.com
761,Chad Montgomery DDS,"Jodiside, Fiji",https://medium.com/@mmcintyre,1,2025-07-23,https://medium.com/article/1651b23f-a516-42a9-a1a1-0f94a6565082,33,1241,"ML,Deep Learning",0,Wise,(327)665-9689,mario81@gmail.com
762,Michael Burton,"North Mathewstad, Guyana",https://medium.com/@paynejoanna,3,2023-07-17,https://medium.com/article/543098db-5193-4a90-b8e4-477f8cc285c3,23,668,"AI,ML,Data",9,Bank Transfer,0865053406,johnsonpatrick@gmail.com
763,John Browning,"South Sarahborough, Belize",https://medium.com/@callahansteven,4,2024-04-11,https://medium.com/article/096fb8d5-358a-4388-8b73-c9ce0e6493c5,19,342,"Cooking,Lifestyle",2,Bank Transfer,+1-619-746-097539747,hdavis@gmail.com
764,Christopher Alexander,"Juliabury, Saint Helena",https://medium.com/@loweryseth,4,2025-04-08,https://medium.com/article/114fad55-5b85-4b36-ad9d-86059cc67248,25,1473,"Finance,Investing",4,PayPal,2327260392,omaddox@gmail.com
765,Austin Kennedy,"Cunninghamville, Thailand",https://medium.com/@patrick20,2,2019-01-21,https://medium.com/article/ab48bd74-5df3-44c4-ab1d-10453deb187f,40,295,"Cooking,Lifestyle",8,Bank Transfer,+1-126-643-161179588,amber09@gmail.com
766,Oscar Powell,"South Elizabeth, Haiti",https://medium.com/@bryangarcia,2,2022-06-03,https://medium.com/article/d9fe2ceb-dfeb-4703-bb74-7f895433a877,11,837,"Finance,Investing",7,Wise,076-541-451214613,kathysmith@gmail.com
767,Amy Collins,"Jessicaborough, French Southern Territories",https://medium.com/@johnsonmichael,2,2017-12-07,https://medium.com/article/5ff1ec95-29b8-4e36-a461-3ff62bab66b5,44,1173,"AI,NLP",3,Stripe,(101)616-1361,nicholas62@gmail.com
768,Cynthia Little,"East Lauren, Cameroon",https://medium.com/@osharp,4,2016-05-04,https://medium.com/article/0a9e9595-8e7f-4524-a396-72203a6d6757,46,623,"Startups,Entrepreneurship",13,Stripe,078-902-8952,martinezamanda@gmail.com
769,Morgan Gamble,"Wisechester, Ghana",https://medium.com/@denise55,2,2023-11-05,https://medium.com/article/146d5d2c-6a1a-489a-944a-e43e253d7eda,26,671,"Cooking,Lifestyle",9,PayPal,7143377984,jasminepollard@gmail.com
770,Douglas Johnson,"Lauraborough, Heard Island and McDonald Islands",https://medium.com/@jacobcastillo,3,2025-05-12,https://medium.com/article/3fced0b3-8c78-49e6-8181-352efb7faa3e,13,123,"Startups,Entrepreneurship",12,PayPal,4600680255,cameronhernandez@gmail.com
771,Tina Martinez,"West Danielton, Western Sahara",https://medium.com/@vjensen,4,2020-10-02,https://medium.com/article/6e19605b-b7e3-4607-9403-a94a7bfef585,41,1405,"Finance,Investing",9,Wise,+1-828-137-9498,charles18@gmail.com
772,David Cook,"Port Christine, Holy See (Vatican City State)",https://medium.com/@fparker,0,2021-10-20,https://medium.com/article/d7321baf-672a-441e-a3ec-fa765a4e6dd6,47,1916,"ML,Deep Learning",7,Wise,784212526479013,garciasarah@gmail.com
773,Jessica Callahan,"Kennethfort, Ecuador",https://medium.com/@eric38,0,2024-05-10,https://medium.com/article/3e998ec2-9677-42ac-b1e3-aa42107a8193,35,212,"Travel,Blog",5,Wise,617-251-08538443,william97@gmail.com
774,Mary Foster,"South Joseville, Somalia",https://medium.com/@laura31,0,2016-07-01,https://medium.com/article/7a5d79fb-4a8d-40e6-bf2b-014810b87121,35,376,"Finance,Investing",1,Wise,(106)637-870342844,mortonkaren@gmail.com
775,Patrick Yu,"Lisaview, Mauritius",https://medium.com/@tammysmith,2,2024-01-09,https://medium.com/article/c5965c01-e01d-460f-a0c4-da9132ccd3f1,34,760,"Startups,Entrepreneurship",8,Wise,+1-783-920-5920,jennifer67@gmail.com
776,Ashley Clark,"East Taylormouth, Yemen",https://medium.com/@whopkins,2,2025-08-10,https://medium.com/article/6ae027fe-e0ec-4ac3-bbaf-c79e4c72dfde,35,1698,"Travel,Blog",13,PayPal,012-899-654366479,monique07@gmail.com
777,Felicia Ferrell,"Darrenton, Cyprus",https://medium.com/@villarrealelizabeth,3,2016-09-23,https://medium.com/article/4f374741-881b-4bef-9752-ab25f8e0e91b,28,1189,"Health,Wellness",0,CashApp,+1-324-082-010423749,boydabigail@gmail.com
778,Nicole Hendricks,"North Andrea, Swaziland",https://medium.com/@xknight,2,2018-03-30,https://medium.com/article/67627214-aef9-43b3-9f48-40340c75ba44,22,435,"ML,Deep Learning",0,Bank Transfer,+1-090-204-6813,thomasjohnson@gmail.com
779,Leonard Watkins,"Barberton, Norfolk Island",https://medium.com/@morseandrew,3,2020-01-01,https://medium.com/article/d749874a-25a6-4191-a4a3-31a7933b7701,16,1471,"AI,NLP",9,CashApp,5638210144,cassandra45@gmail.com
780,Michelle Johnson,"West Christinafort, Dominican Republic",https://medium.com/@gallegosrebecca,1,2020-10-04,https://medium.com/article/3360e414-f013-4d65-b738-37255e37d6b4,22,275,"Startups,Entrepreneurship",6,Stripe,8808694704,jenniferfields@gmail.com
781,Benjamin Smith,"New Michael, Liberia",https://medium.com/@scott31,4,2017-10-01,https://medium.com/article/ac13e9dc-6a6e-49c1-af34-971045c137c1,42,635,"Travel,Blog",4,Bank Transfer,(176)583-0982,michelle27@gmail.com
782,Anthony Simpson,"West Matthewview, British Virgin Islands",https://medium.com/@torresjerry,3,2016-09-30,https://medium.com/article/813ae002-9c78-48ed-98eb-20e5ec5e5b8b,17,1641,"Travel,Blog",7,Wise,+1-215-392-5429846,yjones@gmail.com
783,Theresa Woods,"Erikhaven, Hungary",https://medium.com/@edwin21,4,2023-09-07,https://medium.com/article/bfb0559f-cb5f-4fc1-b31f-19ec6a1fc393,5,1399,"Cooking,Lifestyle",5,PayPal,(275)229-1932152,obarron@gmail.com
784,Pamela Carr,"West Toddton, Palau",https://medium.com/@robertgreen,4,2021-12-25,https://medium.com/article/49886d14-874c-44a8-a500-5e76148b6b33,21,1681,"Startups,Entrepreneurship",2,Wise,1974920454,deborah29@gmail.com
785,Rachel Yang,"Port Shellyland, Spain",https://medium.com/@hullscott,1,2022-10-17,https://medium.com/article/8731433d-d6d5-4250-b060-a97c3c8eb018,50,191,"Finance,Investing",3,CashApp,(590)940-7742,tanner35@gmail.com
786,Matthew Lamb,"Edwardside, Antarctica (the territory South of 60 deg S)",https://medium.com/@virginia52,0,2019-12-27,https://medium.com/article/6a85a640-3a42-461b-bcc5-5b411faf8cf0,11,1588,"Cooking,Lifestyle",11,Wise,59985558079498,brandonarnold@gmail.com
787,Jimmy Casey,"Lake Lisa, Singapore",https://medium.com/@yateswesley,0,2019-03-18,https://medium.com/article/db28daff-dbb2-4beb-8ce3-68d992ca45e6,39,461,"Health,Wellness",6,PayPal,163369877753022,jeffrey34@gmail.com
788,Jerry Sharp,"New Samuel, Andorra",https://medium.com/@john97,2,2017-10-27,https://medium.com/article/c214d6c0-c18f-4121-8fcb-d2acf0dbb16b,10,798,"Health,Wellness",6,PayPal,253-735-771477382,pmiller@gmail.com
789,Kent Valdez,"East Lindamouth, Azerbaijan",https://medium.com/@xreynolds,1,2025-05-30,https://medium.com/article/9a335090-0873-4d33-8882-11dbe84535f1,1,267,"Travel,Blog",0,Bank Transfer,+1-111-890-8245,tmorales@gmail.com
790,James Copeland,"Phillipfurt, Vietnam",https://medium.com/@khernandez,4,2018-11-10,https://medium.com/article/276bea45-baff-4f8c-8619-db097a0d469f,41,1735,"Startups,Entrepreneurship",2,CashApp,108-846-8115436,paulperez@gmail.com
791,Mrs. Kristin Ward,"Rayfurt, Cape Verde",https://medium.com/@alexander45,0,2020-08-06,https://medium.com/article/1d77ba59-a055-4a29-ac0d-0a0e91f18da7,16,144,"Cooking,Lifestyle",11,Bank Transfer,2056015442,gutierrezjoyce@gmail.com
792,Susan Moore,"New Kimberly, Malaysia",https://medium.com/@acevedozachary,3,2019-03-12,https://medium.com/article/b7c40b50-3e0d-4c7d-8e19-3bc51aeef6c9,44,1740,"Cooking,Lifestyle",1,Wise,(268)299-7489,richard59@gmail.com
793,Maria Hall,"Kingville, Mauritius",https://medium.com/@mary50,1,2019-03-12,https://medium.com/article/19e56908-d13c-49ec-80bc-4ac0c91e341b,4,1289,"AI,NLP",12,PayPal,(997)764-8725,xcordova@gmail.com
794,Alexandra Carr,"Roseville, French Guiana",https://medium.com/@eric99,0,2016-09-23,https://medium.com/article/58b3966c-9d5c-464e-932a-84c2b65c5822,22,353,"AI,ML,Data",4,Stripe,4239772992112,clintonrandall@gmail.com
795,Ruben Clark,"Port Johnton, Cambodia",https://medium.com/@iwallace,1,2016-12-18,https://medium.com/article/abce3956-5bf7-4250-819b-776fb5f88e98,41,1483,"AI,ML,Data",9,CashApp,(427)297-6522,matthew86@gmail.com
796,Jason Wilson,"East Ashleybury, Saint Lucia",https://medium.com/@reedjeremiah,1,2020-06-08,https://medium.com/article/c34bc8c6-67fb-48ab-b51d-632c2d67f5cd,37,1674,"Finance,Investing",12,CashApp,(344)993-19516773,michaelsmith@gmail.com
797,Mrs. Kelsey Taylor,"Port Chelsea, South Africa",https://medium.com/@jennifer36,3,2022-08-27,https://medium.com/article/e0a6e386-f599-452b-b6af-7bf7268fdcb8,6,1511,"Health,Wellness",9,PayPal,(985)040-641074006,angela76@gmail.com
798,Greg Stout,"Wilsonton, Cyprus",https://medium.com/@tiffany62,3,2019-06-16,https://medium.com/article/49e7f638-655a-4d37-9148-5d73056d4477,48,1236,"AI,NLP",0,CashApp,001-539-440-8112,cynthiabrown@gmail.com
799,Nathan Taylor,"Tomfurt, Swaziland",https://medium.com/@saundersbrandon,1,2019-11-15,https://medium.com/article/de6dc5af-3262-4cc5-87e4-d38171462da5,2,835,"ML,Deep Learning",3,CashApp,001-571-951-0086424,montgomeryallen@gmail.com
800,Cynthia Hawkins,"Lopezhaven, Costa Rica",https://medium.com/@jeffrey44,3,2016-02-09,https://medium.com/article/ce079f4b-f7a4-4cad-a2b4-2ebaa4ca8b22,31,196,"Health,Wellness",8,Wise,18223593314120,kelli35@gmail.com
801,Karl Rogers,"New Marcus, Azerbaijan",https://medium.com/@dalebutler,1,2023-08-21,https://medium.com/article/b7ba8e79-2f86-465a-970e-96b30bc539dc,38,93,"AI,ML,Data",13,PayPal,0134497438,karenbauer@gmail.com
802,Molly Sanders,"East Rebeccaborough, Italy",https://medium.com/@erica22,3,2022-07-30,https://medium.com/article/f5ca6aaf-eaa9-4848-b8f0-1851016337af,14,1848,"AI,NLP",14,PayPal,5913029543,kimberly63@gmail.com
803,Karen Hull,"Mooreburgh, Uganda",https://medium.com/@weeksdominique,3,2022-05-23,https://medium.com/article/014ab5e9-df8a-422f-9536-0498e51c89d6,31,1750,"Cooking,Lifestyle",13,CashApp,460-116-038455205,deborah05@gmail.com
804,David Wilson,"Victorhaven, Singapore",https://medium.com/@diane18,1,2023-05-10,https://medium.com/article/f5f1e6d1-1c13-479f-94de-694344312a22,3,1282,"Travel,Blog",2,Stripe,978-379-1049,hortiz@gmail.com
805,Reginald Mccarthy,"Wilcoxfort, Yemen",https://medium.com/@mmelendez,0,2018-06-21,https://medium.com/article/c9c200c4-a8d5-440a-9a8a-25aabf5f761a,28,1575,"Startups,Entrepreneurship",15,Stripe,+1-594-264-752870214,nhahn@gmail.com
806,Cody Shields,"Port Diana, Afghanistan",https://medium.com/@diane82,1,2022-10-11,https://medium.com/article/cf6ac182-f55d-41b3-b068-28bb5a0abf4c,43,1553,"AI,ML,Data",11,PayPal,3494617126,vadams@gmail.com
807,Karen Griffin,"Stephenville, Bahamas",https://medium.com/@tammy82,3,2020-03-10,https://medium.com/article/e6fdd081-2f52-4a89-98f7-75552dd1cfa3,48,652,"Health,Wellness",15,Wise,2232262329,leecharlene@gmail.com
808,Stephanie Nelson,"East Courtneystad, Congo",https://medium.com/@daniel69,3,2020-07-18,https://medium.com/article/43a32da9-89c0-47cf-b856-108fb0e08a4d,8,255,"AI,ML,Data",10,PayPal,(725)899-999791151,hendricksadam@gmail.com
809,Vanessa Rivera,"Murphyburgh, Bolivia",https://medium.com/@james74,2,2019-09-15,https://medium.com/article/5c4dbc18-edc2-4c3b-a289-c2c58280c49c,14,198,"Finance,Investing",3,Wise,248-084-0110,michelledurham@gmail.com
810,Clifford Ray,"South Nicole, French Polynesia",https://medium.com/@salinasangela,1,2024-03-27,https://medium.com/article/590db038-af66-4025-89f9-404fa18542c0,7,1412,"Travel,Blog",7,PayPal,001-923-957-561857683,melissa04@gmail.com
811,Stephanie Wallace,"Richardsonville, Saint Pierre and Miquelon",https://medium.com/@sonyagarcia,0,2022-10-19,https://medium.com/article/5f391a90-3fee-4431-98c1-1f6a55db2247,49,1323,"Finance,Investing",14,Stripe,401038703322624,smithlisa@gmail.com
812,Karen Peterson,"New Cathy, Svalbard & Jan Mayen Islands",https://medium.com/@qtrujillo,0,2024-12-31,https://medium.com/article/8458a651-1c8f-4c48-bf52-dbfc4cdfcd76,0,1886,"Startups,Entrepreneurship",14,Stripe,1830757083,royrichardson@gmail.com
813,Kevin Bryant,"New Christopherton, Niue",https://medium.com/@aaron42,4,2017-08-05,https://medium.com/article/e15d9d28-a88d-4135-aa89-c0ea640b385c,44,441,"Startups,Entrepreneurship",15,CashApp,(410)917-26205098,darren36@gmail.com
814,Heather Torres,"Lake Rogermouth, Morocco",https://medium.com/@braddeleon,1,2016-08-16,https://medium.com/article/bfa61b41-3ec6-45fc-a2d9-19f1a0362bf5,37,671,"Startups,Entrepreneurship",13,CashApp,+1-733-014-26607613,gmeadows@gmail.com
815,Samantha Cox,"Schmidtberg, Angola",https://medium.com/@evan17,1,2021-06-22,https://medium.com/article/adecbe6f-9d93-4721-a06c-417a6d2215c5,30,668,"AI,NLP",11,Bank Transfer,377-000-3239156,briandurham@gmail.com
816,Kelly Wood,"Samanthaton, Luxembourg",https://medium.com/@nina30,0,2020-02-14,https://medium.com/article/d88e3e3c-9917-49e4-9c90-d2558c63aae1,10,1532,"Cooking,Lifestyle",7,Bank Transfer,145-629-3709609,mwalker@gmail.com
817,Tina Flynn,"Pamelamouth, Norway",https://medium.com/@robertmcintosh,0,2020-10-26,https://medium.com/article/1ac7c877-47e3-45f5-9abb-e8721d22025a,23,394,"Cooking,Lifestyle",6,Bank Transfer,368-581-6212,stephanie87@gmail.com
818,Mr. Jeffrey Jenkins DDS,"Shelleyhaven, Antarctica (the territory South of 60 deg S)",https://medium.com/@reedwendy,1,2022-12-31,https://medium.com/article/535e1d4c-7ced-4c50-900c-82df886a638a,7,1245,"AI,NLP",11,Stripe,(565)290-5503,paul01@gmail.com
819,Gregory Gamble,"Sweeneystad, Saudi Arabia",https://medium.com/@hwallace,3,2019-03-15,https://medium.com/article/af680031-31bb-4892-9d04-0efb8023e4fa,12,896,"Health,Wellness",9,PayPal,(654)617-4362082,andrewmartin@gmail.com
820,Wendy Fields,"New James, Sweden",https://medium.com/@fcameron,3,2025-08-08,https://medium.com/article/52ca9c9f-1367-4727-8415-d6dcdd0e1af8,20,1137,"Travel,Blog",13,CashApp,29868406569057,tcarter@gmail.com
821,Jack Romero,"Lake Taylor, Argentina",https://medium.com/@christopher26,4,2016-03-21,https://medium.com/article/77830b1e-76cd-43cf-9f01-e74bce427f52,15,984,"Travel,Blog",2,Wise,001-524-569-3229,mcgrathamanda@gmail.com
822,William Mcmahon,"Kendrashire, Fiji",https://medium.com/@lisalong,0,2023-01-08,https://medium.com/article/ce8e579e-3f91-4511-87e2-f4f5573716f8,8,637,"Health,Wellness",8,Stripe,(855)193-1514,samanthawalker@gmail.com
823,Jamie Grant,"Royburgh, Liechtenstein",https://medium.com/@pschroeder,3,2025-06-26,https://medium.com/article/1f8adb4b-07da-411e-b4a0-679d50c8c70b,21,1769,"Finance,Investing",6,Wise,5728168279862,ejohnson@gmail.com
824,Kelly Hernandez,"Toddview, Hong Kong",https://medium.com/@robertgregory,1,2021-04-08,https://medium.com/article/3c5df369-af4a-4206-8a45-4e906cbe28b0,9,1232,"ML,Deep Learning",14,CashApp,001-495-634-3319,robertgreen@gmail.com
825,Amanda Harris,"Christineburgh, Belize",https://medium.com/@comptonjessica,4,2019-04-20,https://medium.com/article/a8418d95-9c88-40db-ad39-bf0d16513892,14,1633,"Finance,Investing",12,Stripe,(524)513-060163468,fsmith@gmail.com
826,Beth Ramos,"Rubenville, Morocco",https://medium.com/@zavalarussell,4,2018-10-03,https://medium.com/article/833897ef-605c-4983-908e-4e8c73bc4c82,0,1486,"Startups,Entrepreneurship",7,Bank Transfer,7529438875,ycruz@gmail.com
827,Patrick Owens,"Camachoview, Peru",https://medium.com/@bartlettsarah,0,2017-05-18,https://medium.com/article/b5d3aa5c-9e91-477c-a47e-8a9295087e00,29,1921,"Cooking,Lifestyle",2,Stripe,120-696-4189,david09@gmail.com
828,Keith Smith,"New Kevin, Vietnam",https://medium.com/@michaeldawson,0,2019-09-20,https://medium.com/article/08796df2-2002-46c8-827e-89092df5359e,27,376,"Cooking,Lifestyle",5,Wise,001-967-982-42337812,christopher18@gmail.com
829,Thomas Sherman,"Ronaldshire, Kazakhstan",https://medium.com/@rodriguezjohn,2,2024-02-01,https://medium.com/article/cf7af46e-d415-4607-bfbd-4109dd2b612c,26,359,"Health,Wellness",12,Wise,001-320-570-326616618,jennifer31@gmail.com
830,Heather Mullins,"New Saraville, Brazil",https://medium.com/@knappmarcus,3,2019-10-21,https://medium.com/article/f85cd3b9-2f00-4c04-9782-228004b9ce25,29,359,"Travel,Blog",3,PayPal,73467930653057,littlerobert@gmail.com
831,Drew Andersen,"Brentton, Ecuador",https://medium.com/@jhenderson,3,2017-02-27,https://medium.com/article/3a7ff176-2026-48a5-a7ee-43d0bb8ee996,4,1801,"AI,ML,Data",7,Wise,2619150886,daniel78@gmail.com
832,Matthew Green,"Youngchester, Bahamas",https://medium.com/@lamryan,3,2018-02-11,https://medium.com/article/01454203-8326-40f0-b063-b3bcc1bb4a9e,29,809,"ML,Deep Learning",9,Stripe,(885)994-8318,bradfordtodd@gmail.com
833,Lisa Thompson,"Lake Mary, Oman",https://medium.com/@christinestout,1,2024-11-14,https://medium.com/article/68eaecb9-661e-48e1-a176-e01307a80ce8,13,1111,"Finance,Investing",14,PayPal,360-599-817236041,gardnerjames@gmail.com
834,Joel Werner,"Sarahmouth, Hong Kong",https://medium.com/@rhonda53,3,2018-02-18,https://medium.com/article/0325df29-078b-4736-98cb-c4fb974840ac,15,305,"Health,Wellness",13,PayPal,1986134972,michael60@gmail.com
835,Olivia Hines,"New John, French Guiana",https://medium.com/@matthew37,0,2020-01-22,https://medium.com/article/769662e2-250a-4c80-9f12-14f5ff00affd,31,912,"ML,Deep Learning",1,PayPal,(890)561-4849601,nguyenphilip@gmail.com
836,Heidi Mcclain,"East Shawnachester, France",https://medium.com/@scunningham,2,2020-08-02,https://medium.com/article/20ebce38-3dcd-43f2-a307-a743678570d9,7,180,"Finance,Investing",11,Stripe,617-255-5426,qpayne@gmail.com
837,Diane Robinson,"Port Guy, Saint Pierre and Miquelon",https://medium.com/@nguyenkatherine,4,2021-11-17,https://medium.com/article/54445275-7758-4c58-b92d-dafa4542e19f,7,123,"AI,ML,Data",12,Stripe,57343921690929,henrymichael@gmail.com
838,Daniel Manning,"Scottmouth, Mauritius",https://medium.com/@lawrence17,4,2016-08-17,https://medium.com/article/69820457-ef7e-4ee6-b52c-fe6cac9e94d9,12,236,"Cooking,Lifestyle",8,Stripe,422-190-45110191,santanaerin@gmail.com
839,Robert Chang,"Barrettberg, Turkmenistan",https://medium.com/@xhebert,1,2024-07-13,https://medium.com/article/68909458-0da7-4221-b148-0fc462aa875f,24,171,"Finance,Investing",7,PayPal,8517819044,cmelendez@gmail.com
840,Daniel Lewis,"Cherylshire, Azerbaijan",https://medium.com/@chavezcameron,4,2021-07-12,https://medium.com/article/8b5bac8f-c6ad-4d2f-aa87-fec241e8a900,17,1552,"Finance,Investing",13,Stripe,181-750-49100315,jacob43@gmail.com
841,Andrew Williams,"South Mark, Korea",https://medium.com/@robertbaxter,2,2017-03-23,https://medium.com/article/b1d513b6-01ea-4496-b44a-83d7288c97a6,15,108,"Finance,Investing",8,Bank Transfer,001-713-171-4360100,wharper@gmail.com
842,Joan Wolfe,"Nguyenmouth, British Virgin Islands",https://medium.com/@kingjason,2,2017-04-16,https://medium.com/article/9f3267b8-a359-4f7d-8af0-ae21ba3f910a,26,1647,"ML,Deep Learning",3,Stripe,+1-353-762-40410027,middletonalexander@gmail.com
843,Michael Douglas,"Madisonville, Mauritania",https://medium.com/@moranlaura,0,2020-04-09,https://medium.com/article/7adbadd8-24d9-4d7f-ac9c-cc2370e42b76,4,1045,"Finance,Investing",2,PayPal,+1-646-443-8857,javier68@gmail.com
844,Oscar Heath,"Thomasfort, Cocos (Keeling) Islands",https://medium.com/@ghill,0,2015-09-14,https://medium.com/article/49859fb4-3385-4e58-bf54-cceb85de6cde,46,922,"Startups,Entrepreneurship",6,Wise,(503)704-6770358,evansjose@gmail.com
845,Larry Barrett,"Robertsberg, Honduras",https://medium.com/@vcole,4,2019-09-19,https://medium.com/article/080920de-07cc-4053-9b2c-469e417665ae,35,613,"ML,Deep Learning",5,Stripe,+1-517-333-48708012,steventurner@gmail.com
846,David Ford,"Patrickmouth, Yemen",https://medium.com/@ramirezlucas,0,2019-03-14,https://medium.com/article/c11cb0e0-3d94-4ece-b4da-b303f539aa74,21,843,"Health,Wellness",13,CashApp,001-097-438-77663549,wchristensen@gmail.com
847,Lisa Wilson,"Villanuevaton, Switzerland",https://medium.com/@dianeoneill,4,2019-01-05,https://medium.com/article/7c67e62a-8e27-4df5-8a9f-6ba299bd248f,12,379,"Cooking,Lifestyle",6,Stripe,(828)828-01935310,jessica32@gmail.com
848,Emily Gibbs,"Lake Randy, Armenia",https://medium.com/@bradshawanthony,2,2015-09-11,https://medium.com/article/82cebf3c-258d-4186-b7e7-301e53300d02,13,219,"AI,ML,Data",2,Wise,001-235-322-53285000,dylan51@gmail.com
849,Jonathan Webb,"Stuartmouth, Bulgaria",https://medium.com/@frankflores,4,2022-01-30,https://medium.com/article/5d367a96-4c34-4a39-92fb-f9b5bd3247ba,44,917,"ML,Deep Learning",0,Wise,+1-986-480-28627143,zclark@gmail.com
850,William Fuller,"Anaton, Bulgaria",https://medium.com/@john09,0,2021-12-18,https://medium.com/article/a13df57b-473c-46ba-9071-59906865bb6a,1,220,"Health,Wellness",4,PayPal,001-557-471-3213,ericevans@gmail.com
851,Jennifer Huber,"East Rebecca, Malaysia",https://medium.com/@mcphersonadrian,1,2024-07-09,https://medium.com/article/69607a50-169c-4e97-a5da-fec68afd519c,8,1031,"Startups,Entrepreneurship",8,Bank Transfer,(293)954-5130123,alicia90@gmail.com
852,Charles Peterson,"Rebeccaberg, Gambia",https://medium.com/@whiteanthony,0,2018-11-19,https://medium.com/article/36bb1997-7455-442f-9ba8-9a4ae7c22a89,48,1798,"Cooking,Lifestyle",8,CashApp,+1-976-003-99989344,kyle83@gmail.com
853,Brandy Jackson,"South Mariaton, Senegal",https://medium.com/@jacobsmegan,3,2024-05-23,https://medium.com/article/d52a0edc-76f9-4ed7-adf8-158740cd2857,27,1575,"AI,ML,Data",8,Bank Transfer,2453729104,dpitts@gmail.com
854,Theresa Malone,"Andersontown, Panama",https://medium.com/@rebecca13,4,2022-05-26,https://medium.com/article/34a59a1f-094f-4ad7-ac0f-0d7b2914da94,48,1202,"Health,Wellness",15,Bank Transfer,(159)786-221692731,mwalton@gmail.com
855,Nicole Terry,"East Christina, Mayotte",https://medium.com/@kathleen44,4,2023-12-27,https://medium.com/article/7015861f-53d9-40fe-92a1-d4d03f1e1fe6,16,786,"Travel,Blog",10,Wise,12235556657745,matthew35@gmail.com
856,David Ray,"North Dianeside, New Caledonia",https://medium.com/@chaveznancy,0,2017-12-15,https://medium.com/article/22dc8b83-2f5d-4497-9544-344e9c897b7b,19,1514,"Travel,Blog",1,Bank Transfer,4994249464,kevin26@gmail.com
